lat, lon,theta,x,y,psi,vel,psi_dot,??,???
35.1949114874,-97.4394360241261.398298813,62.2447036334,-41.5780698123,-381098.318763,2.11830588103E-12,2648.87238457,179740.6658,-179734.437842,2.95673203254E-06
35.1949100769,-97.4394174359261.859189527,65.0837399989,-42.2511133003,-382066.909937,3.13504363672E-05,2781.54502294,180220.375758,-180214.143637,0.00357759898552
35.194910004,-97.4393973839261.981275777,63.0268578618,-41.7522784516,-382985.517489,6.67678755803E-07,1945.90549891,180674.787232,-180668.554628,2.17743825654E-05
35.1949100002,-97.4393831133262.395484935,62.5734408809,-43.5609061925,-383951.710638,1.42218590016E-08,1913.04421317,181151.804909,-181145.572294,5.88947454642E-06
35.19491,-97.4393612561263.038969571,62.2567862763,-41.7646851077,-384978.258472,3.02184620328E-10,2456.86045954,181659.953227,-181653.720613,5.81851201847E-06
35.19491,-97.4393474131263.479712628,63.7037618691,-42.3761113268,-385929.760611,5.44024019671E-12,2539.67038359,182130.191426,-182123.958811,5.81819500812E-06
35.19491,-97.4393234203263.832397058,60.8052600923,-41.4477696902,-386890.647891,3.02686517555E-12,2414.59059665,182605.459862,-182599.227247,5.81819359194E-06
35.19491,-97.4393075615264.264008044,57.766485321,-44.1592403953,-387839.069506,3.15094019601E-12,2381.60502966,183074.632874,-183068.400259,5.81819358561E-06
35.19491,-97.4392897385264.815291402,61.1946191967,-44.480439474,-388770.040969,3.18560053539E-12,2610.55995584,183534.565674,-183528.333059,5.81819358558E-06
35.19491,-97.4392689153265.108737216,63.4085669205,-45.4327752294,-389722.643817,3.38714018801E-12,2367.40479998,184006.117,-183999.884386,5.81819358558E-06
35.19491,-97.4392540461265.544406687,61.0385638424,-42.9965839152,-390657.68346,3.24593928793E-12,2367.33168621,184468.757789,-184462.525174,5.81819358558E-06
35.19491,-97.4392339014265.955643919,60.4025451008,-46.6264052719,-391564.299836,3.45348286736E-12,2827.26646087,184917.279589,-184911.046974,5.81819358558E-06
35.19491,-97.4392176601266.444520228,59.2178542826,-43.7371924648,-392509.692219,3.3133729027E-12,2497.14767008,185384.139656,-185377.907041,5.81819358558E-06
35.19491,-97.4391963537266.912181431,58.7775012789,-43.9984836757,-393432.035691,3.18538938017E-12,2521.52568611,185841.16882,-185834.936206,5.81819358558E-06
35.1949052643,-97.4391781133267.312452885,59.9778715314,-46.1793892126,-394333.643443,3.14942516189E-12,2773.68254251,186286.719909,-186280.487295,5.81819358558E-06
35.1949043499,-97.4391604343267.76975318,59.1230294187,-43.8024428709,-395261.195602,3.01733542447E-12,2554.09621521,186745.376503,-186739.143889,5.81819358558E-06
35.1949043026,-97.4391438888268.055661746,59.3022228265,-42.3386177853,-396149.436608,2.98141449242E-12,2972.49137736,187185.279321,-187179.046707,5.81819358558E-06
35.1949043001,-97.439125197268.501479429,58.0335797416,-45.3505494743,-397052.283765,2.8977940813E-12,3000.68963755,187631.749497,-187625.516883,5.81819358558E-06
35.1949043,-97.4391050064268.876030468,61.4955707319,-49.083175458,-397993.557075,2.89385037253E-12,2257.06233671,188096.563558,-188090.330943,5.81819358558E-06
35.1949043,-97.4390879119269.315352998,60.7362367632,-48.8438462199,-398889.848252,2.81894528324E-12,2270.44645745,188540.364085,-188534.13147,5.81819358558E-06
35.1949043001,-97.4390684469269.749379929,60.7005167637,-48.2455745392,-399781.058198,7.31680914128E-05,2295.6488147,188981.668126,-188975.43218,0.0132909139319
35.1949043,-97.4390512802270.163918452,62.1115756402,-44.5240812494,-400668.45663,1.63722053607E-06,2284.14985657,189420.824447,-189414.587319,6.63838010492E-05
35.1949042997,-97.4390303544270.52972209,65.1446884393,-44.0239247948,-401557.791687,-0.00153177796493,2238.24081985,189860.912187,-189854.689372,-0.36474132948
35.1949042963,-97.4390141218270.267977308,64.5325252251,-44.895629379,-402401.36254,-0.00499340133897,2985.95033039,190277.61801,-190271.61852,-0.690138550654
35.1949042993,-97.4389956191268.820654572,62.1777050885,-46.4184441931,-403333.484204,-0.000113190501504,2328.70697621,190737.971644,-190732.052686,-0.00390080342352
35.1949043,-97.4389763788267.344120498,64.4067815912,-45.5355560652,-404267.121529,-2.4106482942E-06,1909.41584708,191198.116747,-191192.199533,-1.79456561886E-05
35.1949043,-97.4389623556265.85619278,61.3030857672,-48.177367363,-405105.207293,-5.13410525697E-08,1809.19613843,191611.781268,-191605.864091,-5.99795418792E-07
35.1949043,-97.4389422789264.804835908,59.604424454,-45.2538342566,-406082.345342,-1.09304539907E-09,2763.09443564,192093.997146,-192088.07997,-5.22306387806E-07
35.1949043,-97.4389249384263.146377816,59.689654779,-48.4004488454,-407053.181402,-2.43942314761E-11,2489.28021285,192573.626386,-192567.70921,-5.21960221652E-07
35.1949043,-97.4389044216261.789902186,56.3211330448,-48.5375773682,-408014.588742,-2.04972195201E-12,2623.7319923,193048.507144,-193042.589968,-5.21958675226E-07
35.1949043,-97.4388883666260.329241752,52.8039696644,-50.3695095247,-408999.268699,-1.79261993552E-12,2549.33202596,193533.777779,-193527.860604,-5.21958668318E-07
35.1949043,-97.4388700207258.971921932,54.0171300121,-51.0473332496,-409989.286429,-1.57215343575E-12,2718.3201896,194023.435449,-194017.518273,-5.21958668287E-07
35.1949043,-97.4388559358257.843034299,58.519209661,-49.5773990639,-410964.218725,-1.60102945218E-12,3363.49832519,194504.872102,-194498.954927,-5.21958668287E-07
35.1949013159,-97.4388353579256.094622225,57.5685025697,-50.4271507609,-412031.515812,0.00120467068922,2608.77143793,195032.51876,-195026.543066,0.20127604591
35.194900068,-97.4388185751255.26129642,55.1682421635,-49.5861347209,-413034.705575,2.61464648721E-05,3164.48534631,195527.742843,-195521.748305,0.00092854617792
35.1949000035,-97.438803707254.264062454,53.4448877536,-50.1204167946,-414093.11864,5.56849248366E-07,2981.13942009,196050.772549,-196044.777609,-2.57907870266E-07
35.1948999999,-97.4387833338253.284793995,55.0130841889,-51.1718632258,-415155.053514,0.000219764674929,2817.85841026,196575.135971,-196569.122972,0.0227579530104
35.1949,-97.4387678598252.366298244,53.5565051909,-51.9908674398,-416225.94409,4.68328976702E-06,2746.54135323,197104.245567,-197098.22918,0.00010226402282
35.1949,-97.4387480453251.700572582,50.5215157767,-52.9980480119,-417279.335202,9.97411041062E-08,3102.51456998,197624.46788,-197618.451421,4.20631255166E-07
35.1948968694,-97.4387331852250.682986659,52.8709779617,-50.7730626575,-418372.829345,-0.00503560519127,2866.97004204,198164.674359,-198158.710983,-1.16643205456
35.1948967089,-97.4387146197248.874522395,54.0082786971,-49.666964741,-419455.471971,-0.00157433890442,3107.50187868,198698.631302,-198692.888845,-0.182160262797
35.1948967012,-97.4386999686246.128148932,56.3289385107,-44.9484751912,-420579.661292,-0.00165299665081,3111.95896391,199253.264219,-199247.619243,-0.242917379158
35.1948966999,-97.4386817842242.871879695,55.5868538134,-42.031891545,-421739.920392,-4.84488584886E-05,2983.15199256,199825.277525,-199819.663301,-0.0025044151779
35.1948937644,-97.4386722986240.196380177,56.8096473289,-43.4713585395,-422791.75083,-1.03500817638E-06,3170.59305671,200343.467629,-200337.854152,-1.54241309433E-05
35.1948929447,-97.4386537435236.554679864,55.7298029978,-39.4821237002,-424072.030117,-2.20424087271E-08,1971.83729421,200974.367016,-200968.753556,-4.48215035225E-06
35.1948929023,-97.4386419527233.389290538,53.0679154881,-39.7859566328,-425379.518677,-4.68717773265E-10,3125.13365166,201618.859118,-201613.245658,-4.43326932615E-06
35.194890365,-97.4386247542230.279754678,49.3623445822,-39.2263466331,-426653.615309,-8.5974481165E-12,3270.57713802,202246.853123,-202241.239663,-4.43305096032E-06
35.1948900189,-97.4386141804227.062354954,47.3599511581,-41.0316210897,-427903.345411,-3.32709487981E-12,1996.35115768,202863.494268,-202857.880808,-4.43304998481E-06
35.1948867386,-97.438603924224.290181992,47.3371449822,-44.0184831226,-429275.772972,-3.57179577896E-12,3822.31881822,203540.545249,-203534.931789,-4.43304998045E-06
35.1948853744,-97.4385859551220.903302282,46.0469741194,-41.0224603569,-430668.649943,-3.29465186269E-12,3557.18189556,204227.756488,-204222.143028,-4.43304998043E-06
35.1948829351,-97.4385770913217.768297693,44.368501588,-42.0417454918,-432067.059789,-3.51635938784E-12,3719.66920552,204917.95171,-204912.33825,-4.43304998043E-06
35.1948801519,-97.4385684255214.577595962,50.612992043,-43.3713122984,-433506.40538,-3.20617633417E-12,3696.967417,205627.647644,-205622.034183,-4.43304998043E-06
35.1948789352,-97.4385553015211.609639497,47.5144994684,-45.4607197761,-434960.498059,-3.61110246929E-12,4009.0595594,206346.48285,-206340.86939,-4.43304998043E-06
35.1948776691,-97.4385478424208.964140752,48.9269832662,-41.0177058459,-436414.688882,-3.39665644039E-12,4904.67628987,207065.113,-207059.49954,-4.43304998043E-06
35.1948753665,-97.4385420769205.098535967,52.0247552972,-37.7732935885,-438039.984422,-3.51820898088E-12,3224.77039466,207865.471953,-207859.858493,-4.43304998043E-06
35.1948738811,-97.4385348082202.211229165,48.3268813117,-43.7811724839,-439544.537356,-3.30700661937E-12,4265.84905772,208608.141483,-208602.528023,-4.43304998043E-06
35.1948711665,-97.4385303737199.10489689,45.8708768607,-42.5033413275,-441128.170259,-3.4754578798E-12,4489.46481345,209388.959413,-209383.345953,-4.43304998043E-06
35.1948700604,-97.4385213244195.835363268,45.2259934166,-35.6651692769,-442735.084116,-3.40399074198E-12,4995.88408719,210183.322618,-210177.709158,-4.43304998043E-06
35.1948666812,-97.438518908192.678869217,49.8895352108,-38.4433260792,-444429.771396,-3.56316509364E-12,4361.32480618,211018.80291,-211013.18945,-4.43304998043E-06
35.1948652447,-97.4385150177190.38265452,47.7498864134,-41.8713912367,-446124.739433,0.00819556811854,4215.69139985,211855.287473,-211849.182494,1.43672150788
35.1948625469,-97.4385147231190.672074208,42.0801528996,-46.3855113894,-447772.52118,0.000180995341555,5070.04869345,212671.443984,-212665.20968,0.00709967805947
35.1948605535,-97.4385121857191.245219925,37.8947361563,-51.3769939816,-449481.904469,3.85470369669E-06,4676.842038,213517.708974,-213511.47188,3.47426911254E-05
35.1948600286,-97.4385101699192.202001947,35.4459192409,-52.6056459741,-451088.02711,8.20937609886E-08,5948.67997628,214311.205184,-214304.968031,3.18155945636E-06
35.1948551974,-97.4385100132191.838677504,34.1516874796,-49.9861661626,-452823.45769,1.74820604206E-09,4963.98750266,215168.101613,-215161.864459,3.04056665455E-06
35.1948519589,-97.4385010044192.495131733,32.9698487563,-47.7266476067,-454519.642558,3.78451226549E-11,4619.87690252,216006.591059,-216000.353905,3.03993679848E-06
35.1948501014,-97.4385000781192.639607162,36.3326109462,-50.1169652867,-456214.162786,2.58026221418E-12,4151.97637346,216844.140944,-216837.90379,3.03993398473E-06
35.1948475958,-97.4384916785193.08619991,34.1485721064,-52.0367130788,-457878.805331,2.50670257966E-12,4190.80314192,217666.597362,-217660.360208,3.03993397216E-06
35.1948471257,-97.4384901304193.66633632,39.0689166901,-52.8325335183,-459498.462564,2.57298248808E-12,5030.11880211,218468.923006,-218462.685852,3.0399339721E-06
35.194843498,-97.4384854625194.004909557,37.0975277781,-47.0395238938,-461182.229673,2.52274513099E-12,4527.23551417,219300.801893,-219294.564738,3.0399339721E-06
35.1948413675,-97.4384842981194.467246155,33.9728284807,-47.751406035,-462813.123149,2.52934177472E-12,5013.66586457,220107.248177,-220101.011023,3.0399339721E-06
35.1948400708,-97.43848071194.943132932,34.2058763406,-43.4456190739,-464579.961855,2.56657655431E-12,5848.87123967,220981.13776,-220974.900606,3.0399339721E-06
35.1948362446,-97.4384800552195.144643592,37.5769502094,-42.9778238339,-466150.087723,2.55273836286E-12,4311.13246254,221758.50356,-221752.266406,3.0399339721E-06
35.1948357282,-97.4384710076195.147396356,40.9241501104,-46.953467171,-467731.381622,2.60213534125E-12,2440.63696416,222538.857331,-222532.620177,3.0399339721E-06
35.1948302964,-97.4384660776196.246199388,38.9029229934,-48.8924832473,-469394.974474,2.78715721613E-12,4990.27543525,223363.191474,-223356.95432,3.0399339721E-06
35.1948286271,-97.4384604723196.077177663,44.8094977405,-51.8514442936,-470992.791189,2.59645406699E-12,2691.65287901,224152.056697,-224145.819543,3.0399339721E-06
35.1948280324,-97.4384536359196.602517128,51.8683339618,-49.8643225147,-472586.556442,2.76375706893E-12,3316.62789773,224940.288701,-224934.051546,3.0399339721E-06
35.1948244661,-97.4384502826197.029783936,50.1507775346,-49.8775380427,-474335.996972,2.59935324231E-12,4124.39194931,225805.169177,-225798.932023,3.0399339721E-06
35.1948223366,-97.4384463328197.628983209,48.2050893603,-54.5209563885,-475936.234867,2.67690901346E-12,4487.68784672,226592.420571,-226586.183417,3.0399339721E-06
35.1948201209,-97.4384421854197.460572192,49.9082670129,-56.9665891429,-477471.220538,2.62146792031E-12,3077.43137781,227351.87112,-227345.633966,3.0399339721E-06
35.1948173797,-97.4384401698198.354804811,52.4390719442,-61.4182902995,-479185.151922,-1.41513491248E-05,4251.76759272,228199.469192,-228193.236354,-0.00114146865787
35.1948166403,-97.4384307903198.698810414,56.3740395169,-63.6757034994,-480804.998194,-3.01385261714E-07,4089.41631441,229001.031303,-228994.798683,6.92927819793E-07
35.1948131577,-97.4384236605199.210243025,60.3964696206,-62.7816848908,-482397.547608,-6.39480823937E-05,4272.83373415,229787.764128,-229781.535163,-0.00129199251645
35.1948115671,-97.4384184841199.688116456,63.0579001126,-69.510882224,-483998.649137,-1.36230607859E-06,4293.07091332,230579.694363,-230573.466384,-2.95464398638E-06
35.1948100811,-97.4384157319200.145048301,71.6145567576,-68.067020784,-485596.663413,-2.90141415099E-08,4323.19237885,231370.437131,-231364.209173,2.93032418772E-06
35.1948062188,-97.4384105699200.488765814,73.2153975835,-69.2678421111,-487199.073743,-6.19200000202E-10,4096.92261619,232161.503129,-232155.275171,2.95661406098E-06
35.1948051579,-97.438402832201.247763556,69.420418477,-75.3138708912,-488735.280498,-1.30181722625E-11,5125.04314329,232923.330796,-232917.102838,2.95673150553E-06
35.1948003579,-97.4383962194200.692126549,68.8699991494,-75.0954362677,-490186.965065,-2.91973118671E-12,1728.43308116,233641.447904,-233635.219946,2.95673203019E-06
35.1947989012,-97.4383893561202.327414499,65.3223273129,-72.6724919414,-491881.797874,-2.84734816085E-12,5333.30660454,234478.675845,-234472.447888,2.95673203253E-06
35.1947975725,-97.4383853385202.203072542,66.6760599283,-72.925133292,-493535.747319,-2.88028242359E-12,3968.02913656,235297.259062,-235291.031104,2.95673203254E-06
35.1947945682,-97.438380674202.753961872,63.5340230787,-75.8306815556,-495098.700786,-2.86489262618E-12,4102.82235506,236071.069938,-236064.84198,2.95673203254E-06
35.1947937449,-97.4383717248202.898667853,63.9450546873,-75.2448807675,-496599.224837,-2.80369476616E-12,2435.74552983,236812.752344,-236806.524386,2.95673203254E-06
35.194790844,-97.4383637332204.082430298,66.7031517605,-79.4007331807,-498169.125739,-2.7381976544E-12,5047.88456466,237587.641454,-237581.413496,2.95673203254E-06
35.1947900437,-97.4383563234204.077575149,64.2253972323,-76.064726454,-499785.073097,-2.85908471777E-12,4042.49927751,238387.319994,-238381.092036,2.95673203254E-06
35.1947863041,-97.4383517613204.710252081,61.4841061987,-74.5545316651,-501316.691381,-2.88544739794E-12,4423.55475959,239144.344484,-239138.116526,2.95673203254E-06
35.1947838735,-97.438343736204.957570882,66.9292832533,-82.4447178459,-502887.647496,-2.93320942332E-12,3971.02065662,239920.172485,-239913.944527,2.95673203254E-06
35.1947823814,-97.4383349371205.224817339,71.31424641,-80.6057158029,-504355.145998,-3.10993995178E-12,2547.42319877,240646.360634,-240640.132676,2.95673203254E-06
35.1947803933,-97.4383271717205.844429356,75.8062374904,-76.8152544718,-505971.545091,-3.06387894476E-12,3952.40384516,241445.421023,-241439.193066,2.95673203254E-06
35.1947800204,-97.4383226462206.903091237,74.9507154408,-82.5947734476,-507385.567893,-3.02617059276E-12,6123.30891636,242145.092222,-242138.864264,2.95673203254E-06
35.1947751063,-97.4383148524206.743224063,73.9819337064,-86.4321810715,-509036.997065,-3.09162978241E-12,3923.75566584,242961.831131,-242955.603173,2.95673203254E-06
35.1947734471,-97.4383039763207.190147227,70.6954931091,-87.6494002938,-510583.846986,-3.11983078158E-12,3455.90243704,243726.093081,-243719.865123,2.95673203254E-06
35.1947701784,-97.4382939082207.564377029,71.0889014473,-85.8393455984,-512087.101539,-2.89380415963E-12,3820.62888972,244469.969685,-244463.741727,2.95673203254E-06
35.1947682431,-97.4382876154208.184963324,69.3504887061,-81.402299222,-513587.446953,-2.90094245178E-12,4105.7684997,245211.483735,-245205.255777,2.95673203254E-06
35.1947670643,-97.438281758208.184608515,70.470093861,-87.8335135812,-515052.077145,-2.81157338708E-12,2175.36509592,245936.111074,-245929.883116,2.95673203254E-06
35.1947643663,-97.4382737404209.168705424,69.1648271075,-89.2684310068,-516592.495708,-0.00932862383499,4277.68133823,246698.220098,-246692.120717,-2.0798668182
35.1947632499,-97.4382619654205.149289252,72.1198233883,-86.9451250905,-518077.68468,-0.0109723212389,2215.43457167,247429.915855,-247425.014697,-2.65232091031
35.1947607319,-97.4382567629195.774332402,75.2434648481,-89.6180260123,-519728.875912,-0.0056785045116,4251.29244645,248242.454288,-248238.18639,-0.926180852181
35.1947600383,-97.4382554135183.69955564,75.869793239,-93.7081991763,-521478.236945,-0.00209090839898,3733.1928404,249099.953096,-249095.927795,-0.33803393456
35.1947566029,-97.4382553086171.90250832,74.3326560359,-93.3499317276,-523246.949611,-0.000778540265886,5063.56982033,249969.57159,-249965.642446,-0.162858835476
35.194755652,-97.438258309158.751773134,72.0512947095,-88.5971127586,-525219.146816,-0.000493184733738,5065.41327301,250937.736103,-250933.858821,-0.0849955439492
35.194752306,-97.4382638693147.494403843,69.4133661592,-90.5916301126,-527264.528302,-0.000430267666522,9835.77401098,251939.949082,-251936.095592,-0.0486051174846
35.1947501194,-97.4382767358132.567242516,74.4556358522,-89.6588943136,-529520.607905,-0.000157270003359,5650.36091023,253048.492142,-253044.655922,-0.0271486488758
35.1947500062,-97.4382851391121.032172683,79.394358175,-92.5592744441,-531749.524985,-0.000444741158089,8100.538137,254143.005635,-254139.184598,-0.0618276105032
35.1947494621,-97.4382968346106.97251198,76.248191889,-92.5963363938,-534120.632961,-0.000243869624995,5920.80299638,255310.01037,-255306.212073,-0.0472882684509
35.1947479808,-97.438317719492.6167300888,75.4435803697,-97.3133961951,-536970.981062,-0.000162559412976,6659.93234171,256711.585888,-256707.803642,-0.0281165550559
35.1947484424,-97.438327839379.5104168572,79.1402905085,-88.6583890889,-539699.375922,-0.000109315539713,7579.18560756,258054.032621,-258050.259417,-0.0177957421004
35.1947499194,-97.438345229666.6809516678,85.2676432946,-84.8514007678,-542535.775655,-7.89755359221E-05,8830.54780698,259451.671804,-259447.904278,-0.011427447118
35.1947499958,-97.43835662251.8338429293,81.455034859,-80.5526446606,-545678.549258,-3.94551414962E-05,7205.30942495,260996.592192,-260992.828608,-0.00716610681442
35.1947499998,-97.438366138338.8450148409,82.4060010428,-75.1949253802,-548646.109895,-2.16223405681E-05,5262.42412591,262458.117796,-262454.356449,-0.00472657280648
35.1947546526,-97.438377540724.9971785983,87.46057017,-84.4262897842,-552107.614641,-1.75670994394E-05,8667.52339744,264163.249711,-264159.48997,-0.00297859460803
35.1947555537,-97.43837979512.5422397921,85.9655466073,-93.6882633249,-555489.772119,0.0719835010551,10015.2546684,265827.920224,-265823.296082,9.99247891272
35.1947594461,-97.438384161710.9334137816,87.5202587191,-90.5999930927,-559061.324097,0.00222690530451,8894.01061672,267595.341999,-267589.144454,0.0996871900787
35.1947614015,-97.438384935311.2933073649,79.5491311058,-87.0575865117,-562567.228114,4.74269888043E-05,8812.46691869,269326.776739,-269320.544871,0.000451124022866
35.1947631069,-97.43838499511.7598934886,86.6115759785,-94.3137889187,-566064.573541,1.01006139537E-06,8775.0419231,271056.449501,-271050.216902,7.80750490666E-06
35.1947661308,-97.4383889211.8313316023,78.6882283322,-93.2650871393,-569346.158647,2.15113473748E-08,6368.10555489,272676.629471,-272670.396856,5.82708042081E-06
35.194766955,-97.438389916112.8270373976,78.5285153258,-88.2413767115,-573030.77256,4.58386082141E-10,9040.71059558,274497.945272,-274491.712658,5.81823328567E-06
35.194769717,-97.43839224812.9743905819,86.5143281665,-88.0885525607,-576539.569499,1.05507177965E-11,8783.72001154,276235.951971,-276229.719356,5.81819376293E-06
35.1947720413,-97.438399397614.0634616314,78.7094612019,-86.2682417008,-579953.124085,5.67573743085E-12,9845.31186814,277923.672739,-277917.440124,5.81819358638E-06
35.1947744676,-97.438399953213.8521641238,78.7420176698,-88.9444561689,-583498.378155,5.62808623623E-12,8786.68002263,279677.081722,-279670.849107,5.81819358559E-06
35.1947787648,-97.438407208614.888064417,93.3308120793,-95.0499317615,-586909.382476,5.49929092472E-12,9903.757169,281365.244055,-281359.01144,5.81819358558E-06
35.1947805256,-97.438409783114.7464041323,102.930605784,-95.4663358414,-590436.986568,5.56324154043E-12,8834.11707161,283110.486144,-283104.253529,5.81819358558E-06
35.1947822082,-97.438413949915.0723966519,97.4329600206,-97.4420360208,-593906.823681,5.55215578296E-12,8701.38977098,284824.460202,-284818.227588,5.81819358558E-06
35.1947852308,-97.438415379515.7660602534,86.7903225525,-104.526342313,-597347.52751,5.57656362144E-12,9064.09569386,286525.019949,-286518.787335,5.81819358558E-06
35.194786055,-97.438418736216.3719100692,90.7193111325,-111.990984063,-600728.778528,5.61943590742E-12,10334.3864133,288198.204672,-288191.972058,5.81819358558E-06
35.194789507,-97.438419901816.5488934265,93.6583922241,-131.108485479,-604259.087675,5.6029229737E-12,8880.30825048,289941.520288,-289935.287673,5.81819358558E-06
35.1947916282,-97.438427204617.1791693468,91.2605032596,-135.896485564,-607688.227888,5.69055699691E-12,9353.3553649,291639.347838,-291633.115223,5.81819358558E-06
35.1947935928,-97.438429782816.725636548,90.9439308118,-128.431996614,-610902.519691,5.61518069528E-12,7154.20323436,293223.522149,-293217.289535,5.81819358558E-06
35.1947963321,-97.438438687718.2973041131,91.1496754183,-138.1938938,-614527.185412,5.68857037946E-12,10135.3127128,295021.247629,-295015.015014,5.81819358558E-06
35.1947974396,-97.438442298418.028908412,95.6166520506,-157.215884234,-618043.225113,5.78766267121E-12,8518.76609534,296758.112589,-296751.879974,5.81819358558E-06
35.194799763,-97.438445712317.9575464263,95.7034566959,-145.481348419,-621228.306906,5.62524057441E-12,6772.43242199,298330.815448,-298324.582833,5.81819358558E-06
35.1948029901,-97.438448862619.367019417,100.28522151,-155.919404658,-624866.645007,5.66387248546E-12,9112.90105023,300128.027431,-300121.794816,5.81819358558E-06
35.1948049908,-97.438449911619.3840602788,102.678255604,-149.736773581,-628318.825259,5.59945997377E-12,8616.69368045,301835.401641,-301829.169026,5.81819358558E-06
35.1948088797,-97.43845921620.0109747368,114.329705404,-162.856310596,-631755.428255,5.59206928048E-12,8369.24821772,303535.253049,-303529.020435,5.81819358558E-06
35.194809942,-97.438467779820.1124685166,118.084203061,-161.340274582,-635157.467417,5.45966365303E-12,8554.77864357,305217.160517,-305210.927903,5.81819358558E-06
35.1948126022,-97.43847208220.7812271529,108.43595475,-162.53151107,-638547.261948,5.11798801975E-12,8809.99119595,306891.711729,-306885.479115,5.81819358558E-06
35.1948150268,-97.438479384721.5683414328,94.7900833536,-155.99105856,-641918.467369,5.50943090485E-12,9399.71875959,308560.589693,-308554.357078,5.81819358558E-06
35.1948165186,-97.438483449821.4353445472,85.4075537898,-140.734831978,-645370.542051,5.54065600563E-12,8580.90219612,310267.104888,-310260.872274,5.81819358558E-06
35.1948189559,-97.438487246622.7005922749,89.5472033637,-144.756692352,-648673.135408,-4.60713536378E-05,10300.3730589,311901.552323,-311895.32364,-0.00503386673141
35.194819946,-97.438492040522.5517378323,92.1374915413,-147.220415416,-652100.227018,-9.81195782072E-07,9683.13594818,313596.235712,-313590.007739,-1.95442308546E-05
35.194823905,-97.438499381423.7568108522,104.35953201,-151.326859995,-655344.291361,-2.08973496957E-08,12298.3557907,315200.890634,-315194.662676,2.85621365335E-06
35.1948264218,-97.438508948623.1977113224,102.166209798,-148.839313226,-658933.8385,-4.43060212457E-10,8522.66132442,316975.487283,-316969.259325,2.95628298756E-06
35.1948279183,-97.438513603423.6139558295,100.264302375,-140.816820139,-662312.536488,-1.03828224204E-11,8387.09208804,318645.544322,-318639.316364,2.95673002653E-06
35.1948295408,-97.438518007224.5384197832,90.5571793774,-138.803504888,-665520.622901,-5.3130453158E-12,11551.7770266,320232.212995,-320225.985037,2.95673202358E-06
35.1948299762,-97.438525198424.5378211587,88.2010109614,-148.671966008,-669057.100837,-5.21925808894E-12,8471.07126653,321981.614746,-321975.386788,2.9567320325E-06
35.1948351655,-97.438531881325.6940227893,94.9813464613,-149.800438856,-672353.868714,-5.34605957969E-12,9604.53631372,323612.707391,-323606.479433,2.95673203254E-06
35.1948375942,-97.438539369125.4248046209,97.7803836603,-138.962906359,-675781.770713,-5.29096587705E-12,8351.41251363,325304.413418,-325298.18546,2.95673203254E-06
35.1948398755,-97.438544746925.7252044559,98.4757234523,-140.401026893,-678845.356269,-5.43194518622E-12,7581.62094874,326819.458351,-326813.230393,2.95673203254E-06
35.1948422842,-97.438549483226.3009592857,107.985516241,-129.738599258,-682490.588122,-5.43204942564E-12,8299.04264271,328621.412932,-328615.184974,2.95673203254E-06
35.1948432474,-97.438558664426.8024323899,105.361915529,-136.202862977,-685837.313254,-5.51073829365E-12,8451.95518307,330280.338584,-330274.110627,2.95673203254E-06
35.1948464544,-97.438568223827.3539396064,100.358795104,-128.98807599,-689188.626917,-5.53076605964E-12,8216.10125007,331937.016668,-331930.78871,2.95673203254E-06
35.1948470666,-97.438574608727.6912111256,89.1515745128,-119.089599123,-692514.591856,-5.46959420803E-12,8351.89892176,333580.585516,-333574.357558,2.95673203254E-06
35.1948497965,-97.438579358228.1098202528,91.7704835847,-123.686044226,-695852.492978,-5.44564473118E-12,8379.88602812,335232.326574,-335226.098617,2.95673203254E-06
35.1948520901,-97.438588277728.968060922,92.8108559789,-122.31062534,-699147.4319,-5.55320645117E-12,9003.33352108,336863.932581,-336857.704623,2.95673203254E-06
35.1948545649,-97.438598570829.1852078935,95.5545103358,-122.881977893,-702492.594224,-5.3685075338E-12,8633.49941797,338516.284148,-338510.05619,2.95673203254E-06
35.1948583719,-97.438608885629.4196472398,97.9358713585,-113.385441195,-705827.210591,-5.40865069452E-12,8238.63500257,340163.242487,-340157.014529,2.95673203254E-06
35.1948599158,-97.438613161130.2550621884,103.611839686,-121.154427928,-708891.270509,-5.38069835548E-12,6822.81906665,341676.818219,-341670.590261,2.95673203254E-06
35.1948619896,-97.438619152430.0414476591,115.809456693,-117.195902994,-712297.801426,-5.35478562049E-12,5061.14948765,343362.738646,-343356.510688,2.95673203254E-06
35.1948623788,-97.438633157730.7975774632,130.731707867,-117.475538479,-715758.544061,-5.11429838563E-12,8219.26597013,345072.12161,-345065.893652,2.95673203254E-06
35.1948657208,-97.438641823731.7645415125,118.340270444,-122.479324852,-719016.012701,-5.37610962097E-12,9105.59381618,346679.473173,-346673.245215,2.95673203254E-06
35.1948671492,-97.438647784331.8328686356,128.239569141,-130.154596815,-722367.249186,-5.30121584604E-12,8154.92916384,348338.589636,-348332.361678,2.95673203254E-06
35.1948698525,-97.438657040132.1354396928,125.393113552,-126.845501841,-725652.582069,-5.50637102665E-12,8297.67633274,349961.846408,-349955.61845,2.95673203254E-06
35.1948722294,-97.438667610732.7358632772,118.773359945,-127.251268964,-728929.742317,-5.50692251502E-12,8342.43099336,351581.00316,-351574.775202,2.95673203254E-06
35.1948737187,-97.438673656333.5171233484,127.210568796,-133.931853361,-732187.091909,-5.48052627061E-12,8921.78179579,353190.433294,-353184.205336,2.95673203254E-06
