id, lat, lon, theta, x, y, psi, vel, psi_dot, left_v, right_v, accel
92,35.1949651376,-97.4386033201,0.00811587106991,1.66931905237,-0.0134598034191,-0.00811465184147,0.144345284379,-6.06679315181e-18,1.15442254798,1.15442254798,3.15086185765e-06,
93,35.1949665058,-97.4386345061,0.00811587106991,1.69817509898,-0.0136939653306,-0.00811465184147,0.144345284378,-2.99646716511e-21,1.15442254798,1.15442254798,3.15086185765e-06,
94,35.1949695188,-97.4386467927,0.00811587106991,1.72693803692,-0.013927371681,-0.00811465184147,0.144345284379,3.02923718159e-18,1.15442254798,1.15442254798,3.15086185765e-06,
95,35.1949811479,-97.4386368478,0.00811587106991,1.75586491887,-0.0141621084092,-0.00811465184147,0.144345284379,3.02777575338e-18,1.15442254798,1.15442254798,3.15086185765e-06,
96,35.1949817707,-97.438626125,0.00811587106991,1.78469852939,-0.0143960882556,-0.00811465184147,0.144345284379,-3.02762041894e-18,1.15442254798,1.15442254798,3.15086185765e-06,
97,35.194971703,-97.4386341934,0.00811587106991,1.81368219546,-0.0146312857772,-0.00811465184147,0.144345284379,3.0247550417e-18,1.15442254798,1.15442254798,3.15086185765e-06,
98,35.1949922361,-97.4386180019,0.00811587106991,1.84243830194,-0.0148646366915,-0.00811465184147,0.144345284379,3.02623229394e-18,1.15442254798,1.15442254798,3.15086185765e-06,
99,35.1949871866,-97.4386391116,0.00811587106991,1.87133352124,-0.0150991164827,-0.00811465184147,0.144345284379,-3.66231231124e-22,1.15442254798,1.15442254798,3.15086185765e-06,
100,35.1949843644,-97.4386466341,0.00811587106991,1.90016597032,-0.0153330869042,-0.00811465184147,0.144345284379,-6.05431453725e-18,1.15442254798,1.15442254798,3.15086185765e-06,
101,35.1949899918,-97.438602383,0.00811587106991,1.92909117412,-0.0155678100145,-0.00811465184147,0.144345284379,-2.91710915491e-22,1.15442254798,1.15442254798,3.15086185765e-06,
102,35.1949896589,-97.4386184942,0.00811587106991,1.95798945829,-0.0158023146765,-0.00811465184147,0.144345284379,-3.02508151248e-18,1.15442254798,1.15442254798,3.15086185765e-06,
103,35.1949863283,-97.4386245293,0.00811587106991,1.98678818143,-0.0160360114177,-0.00811465184147,0.144345284378,7.76409024661e-22,1.15442254798,1.15442254798,3.15086185765e-06,
104,35.1949866127,-97.4386331986,0.00811587106991,2.01564499629,-0.0162701795634,-0.00811465184147,0.144345284379,-3.02714585131e-18,1.15442254798,1.15442254798,3.15086185765e-06,
105,35.1949858997,-97.4386286863,0.00811587106991,2.04455163153,-0.016504751993,-0.00811465184147,0.144345284379,3.02710555843e-18,1.15442254798,1.15442254798,3.15086185765e-06,
106,35.1949702159,-97.4386450228,0.00811587106991,2.07345768468,-0.016739319699,-0.00811465184147,0.144345284378,6.05869365111e-18,1.15442254798,1.15442254798,3.15086185765e-06,
107,35.1949888937,-97.4386186722,0.00811587106991,2.10230839339,-0.0169734382943,-0.00811465184147,0.144345284379,-3.02925308669e-18,1.15442254798,1.15442254798,3.15086185765e-06,
108,35.1950034566,-97.4386347845,0.00811587106991,2.13116076609,-0.0172075703926,-0.00811465184147,0.144345284379,-2.30905789895e-22,1.15442254798,1.15442254798,3.15086185765e-06,
109,35.1950021684,-97.4386278876,0.00811587106991,2.16000215066,-0.0174416133241,-0.00811465184147,0.144345284379,1.31126431174e-21,1.15442254798,1.15442254798,3.15086185765e-06,
110,35.1949804585,-97.4386291331,0.00811587106991,2.18886535627,-0.0176758333296,-0.00811465184147,0.144345284379,-3.03336708368e-18,1.15442254798,1.15442254798,3.15086185765e-06,
111,35.1949946102,-97.4386502327,0.00811587106991,2.21779407791,-0.0179105849866,-0.00811465184147,0.144345284379,3.02905488836e-18,1.15442254798,1.15442254798,3.15086185765e-06,
112,35.195003973,-97.438629422,0.00811587106991,2.24663133507,-0.0181445944249,-0.00811465184147,0.144345284379,3.03237156044e-18,1.15442254798,1.15442254798,3.15086185765e-06,
113,35.1949992241,-97.4386025329,0.00811587106991,2.27552870266,-0.018379091649,-0.00811465184147,0.144345284379,4.10456132007e-23,1.15442254798,1.15442254798,3.15086185765e-06,
114,35.1950053335,-97.4386498679,0.00811587106991,2.30433291536,-0.0186128329371,-0.00811465184147,0.144345284379,3.03377975026e-18,1.15442254798,1.15442254798,3.15086185765e-06,
115,35.1950067713,-97.4386581461,0.00811587106991,2.33323419845,-0.0188473619349,-0.00811465184147,0.144345284379,-3.02127652126e-18,1.15442254798,1.15442254798,3.15086185765e-06,
116,35.1950182178,-97.4386512064,0.00811587106991,2.36212374668,-0.0190817957063,-0.00811465184147,0.144345284379,6.06128183738e-18,1.15442254798,1.15442254798,3.15086185765e-06,
117,35.1950088159,-97.4386292015,0.00811587106991,2.39096310729,-0.0193158222137,-0.00811465184147,0.144345284379,3.02912556345e-18,1.15442254798,1.15442254798,3.15086185765e-06,
118,35.1950094873,-97.4386339228,0.00811587106991,2.41986229792,-0.0195503342315,-0.00811465184147,0.144345284379,9.18935224046e-22,1.15442254798,1.15442254798,3.15086185765e-06,
119,35.1950187414,-97.4386401375,0.00811587106991,2.44875176739,-0.0197847673638,-0.00811465184147,0.144345284379,8.21384367503e-22,1.15442254798,1.15442254798,3.15086185765e-06,
120,35.1950220749,-97.4386414317,0.00811587106991,2.47754579169,-0.0200184259747,-0.00811465184147,0.144345284379,-3.02870001214e-18,1.15442254798,1.15442254798,3.15086185765e-06,
121,35.1950350568,-97.4386263482,0.00811587106991,2.50650854136,-0.0202534537634,-0.00811465184147,0.144345284379,-3.02833520168e-18,1.15442254798,1.15442254798,3.15086185765e-06,
122,35.195022571,-97.4386343039,0.00811587106991,2.53538487576,-0.0204877803068,-0.00811465184147,0.144345284379,-4.44098755692e-22,1.15442254798,1.15442254798,3.15086185765e-06,
123,35.1950217812,-97.4386168151,0.00811587106991,2.56410801317,-0.0207208636827,-0.00811465184147,0.144345284379,3.02601872876e-18,1.15442254798,1.15442254798,3.15086185765e-06,
124,35.1950265344,-97.4386305245,0.00811587106991,2.59303807238,-0.0209556261938,-0.00811465184147,0.144345284378,4.55659636195e-21,1.15442254798,1.15442254798,3.15086185765e-06,
125,35.1950288753,-97.4386457565,0.00811587106991,2.62192119606,-0.0211900078311,-0.00811465184147,0.144345284379,-3.02185888492e-18,1.15442254798,1.15442254798,3.15086185765e-06,
126,35.1950160032,-97.4386322243,0.00811587106991,2.65073528488,-0.0214238292622,-0.00811465184147,0.144345284379,-1.89627550181e-21,1.15442254798,1.15442254798,3.15086185765e-06,
127,35.1950336188,-97.4386436452,0.00811587106991,2.67971258662,-0.0216589751384,-0.00811465184147,0.144345284379,-3.02730918383e-18,1.15442254798,1.15442254798,3.15086185765e-06,
128,35.1950338952,-97.4386240187,0.00811587106991,2.70853087109,-0.0218928306165,-0.00811465184147,0.144345284379,3.34324204703e-21,1.15442254798,1.15442254798,3.15086185765e-06,
129,35.1950363212,-97.4386243039,0.00811587106991,2.73740914142,-0.0221271728696,-0.00811465184147,0.144345284379,6.05898722437e-18,1.15442254798,1.15442254798,3.15086185765e-06,
130,35.1950356398,-97.4386446088,0.00811587106991,2.76619023843,-0.0223607265778,-0.00811465184147,0.144345284379,-3.0251934638e-18,1.15442254798,1.15442254798,3.15086185765e-06,
131,35.1950358683,-97.4386198241,0.00811587106991,2.79512733897,-0.0225955462282,-0.00811465184147,0.144345284379,-6.06410311621e-18,1.15442254798,1.15442254798,3.15086185765e-06,
132,35.1950543439,-97.4386320133,0.00811587106991,2.82402911632,-0.0228300792368,-0.00811465184147,0.144345284379,-3.0309838932e-18,1.15442254798,1.15442254798,3.15086185765e-06,
133,35.1950381517,-97.4386111665,0.00811587106991,2.85285853195,-0.0230640250424,-0.00811465184147,0.144345284379,3.02470323406e-18,1.15442254798,1.15442254798,3.15086185765e-06,
134,35.1950579829,-97.4386262422,0.00811587106991,2.88168843683,-0.0232979748181,-0.00811465184147,0.144345284379,3.03272205348e-18,1.15442254798,1.15442254798,3.15086185765e-06,
135,35.195052068,-97.4386339854,0.00811587106991,2.91062343876,-0.0235327774385,-0.00811465184147,0.144345284379,-3.02860244089e-18,1.15442254798,1.15442254798,3.15086185765e-06,
136,35.1950472685,-97.4386266448,0.00811587106991,2.93946376786,-0.023766811805,-0.00811465184147,0.144345284379,-3.03458472474e-18,1.15442254798,1.15442254798,3.15086185765e-06,
137,35.1950544604,-97.4386289792,0.00811587106991,2.96826451215,-0.0240005249476,-0.00811465184147,0.144345284379,4.94159325675e-21,1.15442254798,1.15442254798,3.15086185765e-06,
138,35.1950569335,-97.4386496085,0.00811587106991,2.99720363181,-0.0242353609827,-0.00811465184147,0.144345284379,9.27210366383e-21,1.15442254798,1.15442254798,3.15086185765e-06,
139,35.1950451733,-97.4386307078,0.00811587106991,3.02602433169,-0.0244692360615,-0.00811465184147,0.144345284379,2.80721975993e-22,1.15442254798,1.15442254798,3.15086185765e-06,
140,35.1950500552,-97.4386292014,0.00811587106991,3.05491319075,-0.0247036642404,-0.00811465184147,0.144345284378,3.03332667512e-18,1.15442254798,1.15442254798,3.15086185765e-06,
141,35.195049229,-97.4386209219,0.00811587106991,3.0837807878,-0.0249379198817,-0.00811465184147,0.144345284379,-3.02710025627e-18,1.15442254798,1.15442254798,3.15086185765e-06,
142,35.1950503625,-97.4386184735,0.00811587106991,3.11274217395,-0.0251729366055,-0.00811465184147,0.144345284379,3.02211719164e-18,1.15442254798,1.15442254798,3.15086185765e-06,
143,35.1950568481,-97.4386004839,0.00811587106991,3.14155996364,-0.0254067880686,-0.00811465184147,0.144345284379,-3.03345549341e-18,1.15442254798,1.15442254798,3.15086185765e-06,
144,35.1950661727,-97.4386253704,0.00811587106991,3.17042960283,-0.0256410602815,-0.00811465184147,0.144345284379,3.03127778395e-18,1.15442254798,1.15442254798,3.15086185765e-06,
