lat, lon
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
35.21046655084236,-97.44181272705262
